@relation 'after changing values-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B0.0-S1-Z4.0'

@attribute Product_Category {'Traditional Wear',Outerwear,Athleisure,Bottoms,Tops}
@attribute Brand {'Forever 21',Wrangler,Uniqlo,Reebok,Gucci,'Louis Vuitton','Calvin Klein',Zara,Diesel,Versace,Levi’s,Balenciaga,Puma,'Under Armour',Adidas,'Ralph Lauren',GAP,Nike,'Tommy Hilfiger',H&M}
@attribute Product_Name {Tops,Hoodie,Trousers,Skirt,T-Shirt,Leggings,Shorts,'Polo Shirt',Palazzo,Dress,Jeans,Saree,'Casual Shirt',Sweatshirt,'Formal Shirt',Jacket,Jumpsuit,Kurta,'Track Pants',Blazer}
@attribute Gender {Women,Men}
@attribute Size {S,M,XXL,XL,L}
@attribute Color {White,Purple,Orange,Pink,Green,Blue,Black,Red,Yellow}
@attribute Season {Winter,All-Season,Summer}
@attribute Payment_Method {Card,UPI,Cash,'Net Banking'}
@attribute Customer_Type {New,Returning}
@attribute Selling_Price {Medium,Low,High}
@attribute Cost_Price {Medium,Low,High}
@attribute Discount_Percentage {Moderate,Large,Small}
@attribute Quantity_Sold {Medium,Low,'Very Low',High}
@attribute Total_Sales {Medium,High,'Very High',Low}
@attribute Stock_Availability {Medium,High,Low}
@attribute Customer_Age {Elder,Senior,Adult,Teen}
@attribute Purchase_Frequency {Moderate,Frequent,Infrequent}
@attribute Store_Rating {Poor,Average,Excellent}
@attribute Return_Rate {High,Low,Medium}
@attribute Markup {Medium,Low,High}
@attribute Sales_Category {'High Sales','Low Sales','Medium Sales'}

@data
Bottoms,Balenciaga,Leggings,Men,L,Green,Winter,'Net Banking',Returning,High,Medium,Large,High,Medium,Low,Senior,Moderate,Excellent,High,Medium,'Low Sales'
Tops,'Forever 21',Shorts,Women,XL,Red,All-Season,Card,New,Medium,Low,Small,'Very Low',Medium,Medium,Teen,Moderate,Poor,High,High,'Low Sales'
Outerwear,Adidas,Tops,Women,L,Pink,Summer,UPI,Returning,Medium,Medium,Small,High,Medium,Medium,Elder,Moderate,Average,Medium,Medium,'Low Sales'
Tops,'Calvin Klein','Casual Shirt',Women,S,Red,Summer,'Net Banking',New,Medium,Medium,Large,Low,Medium,High,Elder,Moderate,Poor,Low,Medium,'Low Sales'
Outerwear,Wrangler,'Formal Shirt',Men,S,Black,Summer,'Net Banking',Returning,Medium,Medium,Moderate,'Very Low',High,Medium,Teen,Moderate,Excellent,Medium,Medium,'Low Sales'
Bottoms,GAP,Blazer,Men,L,Green,Winter,Card,New,Medium,Medium,Small,Medium,Medium,High,Adult,Moderate,Excellent,Low,Medium,'Low Sales'
Outerwear,'Forever 21',T-Shirt,Women,S,Yellow,All-Season,Cash,New,Medium,Medium,Moderate,Low,High,High,Senior,Moderate,Excellent,High,Medium,'Low Sales'
'Traditional Wear',Reebok,Skirt,Men,XXL,Black,Winter,UPI,New,Medium,Low,Large,'Very Low',Medium,Medium,Teen,Moderate,Poor,Medium,Medium,'Low Sales'
Bottoms,Adidas,Palazzo,Men,XL,Green,All-Season,Cash,Returning,Low,High,Small,Medium,High,Medium,Adult,Moderate,Poor,High,Low,'Low Sales'
Outerwear,'Ralph Lauren',Jeans,Women,M,Black,Winter,UPI,New,Low,Medium,Large,Medium,Medium,Low,Adult,Moderate,Poor,High,Low,'Low Sales'
Tops,'Louis Vuitton',Trousers,Women,L,Orange,All-Season,Card,Returning,Medium,Medium,Moderate,'Very Low',Medium,Low,Adult,Moderate,Poor,Low,Medium,'Low Sales'
Tops,Gucci,Palazzo,Women,M,Orange,Summer,Cash,Returning,Medium,Medium,Small,Medium,Medium,High,Adult,Moderate,Poor,Low,Medium,'Low Sales'
'Traditional Wear','Tommy Hilfiger',Kurta,Women,M,Orange,Summer,'Net Banking',Returning,Medium,Medium,Moderate,High,Medium,High,Elder,Moderate,Poor,Low,Medium,'Low Sales'
Outerwear,'Calvin Klein','Polo Shirt',Women,S,Pink,Summer,Cash,New,Medium,Medium,Large,High,Medium,Medium,Elder,Moderate,Excellent,Medium,Medium,'Low Sales'
Outerwear,Versace,Saree,Men,XL,Black,Winter,UPI,Returning,Medium,Medium,Moderate,Medium,High,Low,Senior,Moderate,Poor,Medium,Medium,'Low Sales'
'Traditional Wear',Uniqlo,Blazer,Men,L,Green,All-Season,Card,Returning,Medium,Low,Large,'Very Low',Medium,Low,Elder,Moderate,Poor,Low,Medium,'Low Sales'
'Traditional Wear',Balenciaga,Jumpsuit,Men,L,Pink,All-Season,'Net Banking',Returning,Medium,Medium,Moderate,'Very Low',Medium,High,Elder,Infrequent,Poor,Low,Medium,'Low Sales'
Outerwear,Gucci,Skirt,Men,S,Red,Winter,UPI,Returning,Medium,Medium,Moderate,'Very Low',Medium,Medium,Adult,Moderate,Average,High,Medium,'Low Sales'
Tops,Levi’s,Blazer,Women,XL,Red,Summer,UPI,Returning,Medium,Medium,Small,'Very Low',High,Medium,Elder,Moderate,Average,High,Medium,'Low Sales'
'Traditional Wear',Puma,Skirt,Women,XL,Black,All-Season,Card,Returning,Medium,Medium,Moderate,Medium,Medium,High,Adult,Moderate,Average,High,Medium,'Low Sales'
Outerwear,Uniqlo,Sweatshirt,Women,S,Red,All-Season,Card,Returning,Medium,Medium,Moderate,'Very Low',Medium,High,Teen,Infrequent,Average,Low,Medium,'Low Sales'
Tops,Puma,Dress,Men,S,Red,All-Season,'Net Banking',Returning,High,Medium,Large,High,High,Medium,Elder,Infrequent,Excellent,High,High,'Low Sales'
'Traditional Wear',Wrangler,Trousers,Women,L,Purple,Winter,Cash,Returning,Medium,Medium,Large,Low,Medium,High,Senior,Moderate,Excellent,Low,Low,'Low Sales'
'Traditional Wear',Wrangler,Tops,Women,M,Blue,All-Season,Cash,New,Medium,Medium,Moderate,Low,High,High,Senior,Moderate,Excellent,High,Medium,'Low Sales'
Athleisure,Versace,Saree,Women,L,Orange,Summer,'Net Banking',New,Medium,Medium,Large,'Very Low',High,Medium,Elder,Moderate,Excellent,Medium,Medium,'Low Sales'
Bottoms,Wrangler,Sweatshirt,Men,L,Yellow,Winter,Card,New,Medium,Medium,Moderate,'Very Low',Medium,Low,Adult,Frequent,Poor,Medium,Medium,'Low Sales'
Athleisure,Diesel,Tops,Men,S,Purple,Winter,UPI,New,High,Low,Moderate,Medium,High,Medium,Teen,Moderate,Excellent,Medium,High,'Low Sales'
Bottoms,Reebok,Kurta,Men,XL,Pink,Summer,Cash,New,Medium,Medium,Moderate,'Very Low',High,Medium,Elder,Moderate,Poor,Medium,Medium,'Low Sales'
Athleisure,Wrangler,'Track Pants',Women,XXL,Orange,Summer,'Net Banking',Returning,Medium,Medium,Moderate,'Very Low',Medium,Low,Teen,Moderate,Average,High,Medium,'Low Sales'
Outerwear,Adidas,'Formal Shirt',Women,XXL,Orange,Summer,UPI,Returning,Medium,Medium,Small,'Very Low',Medium,High,Teen,Moderate,Excellent,Medium,Medium,'Low Sales'
Outerwear,'Tommy Hilfiger',Sweatshirt,Women,XL,Black,All-Season,'Net Banking',New,Medium,Medium,Large,High,Medium,Medium,Senior,Moderate,Poor,Medium,Medium,'Low Sales'
Outerwear,Gucci,Jeans,Men,XL,Orange,All-Season,Cash,New,Medium,Medium,Moderate,'Very Low',Medium,Medium,Teen,Moderate,Excellent,Medium,Medium,'Low Sales'
Bottoms,Diesel,Trousers,Men,M,Red,Winter,'Net Banking',Returning,Medium,Medium,Moderate,Low,High,High,Adult,Moderate,Average,Low,Medium,'Low Sales'
Outerwear,Puma,Sweatshirt,Women,L,White,Summer,Cash,Returning,Medium,Medium,Small,Medium,Medium,High,Teen,Moderate,Excellent,High,Medium,'Low Sales'
Tops,Reebok,Sweatshirt,Men,S,Purple,Summer,Cash,Returning,Medium,Medium,Moderate,Medium,Medium,Low,Teen,Moderate,Average,High,Medium,'Low Sales'
Tops,Versace,Shorts,Women,S,Blue,Winter,UPI,New,Medium,Low,Moderate,Low,Medium,Low,Senior,Moderate,Excellent,Low,High,'Low Sales'
Bottoms,Versace,Palazzo,Women,M,White,All-Season,Card,New,Medium,Medium,Large,High,Medium,Low,Teen,Moderate,Excellent,Low,Medium,'Low Sales'
Bottoms,Versace,Trousers,Men,L,Blue,All-Season,'Net Banking',Returning,Medium,Medium,Large,High,Medium,Medium,Senior,Moderate,Average,Medium,Medium,'Low Sales'
Tops,GAP,'Track Pants',Women,XL,Black,Winter,UPI,New,Medium,Medium,Small,High,'Very High',Medium,Senior,Moderate,Average,High,Medium,'Low Sales'
Tops,'Forever 21','Formal Shirt',Men,S,Blue,Winter,Cash,New,Medium,Low,Small,Low,High,Low,Senior,Moderate,Poor,Low,High,'Low Sales'
'Traditional Wear','Ralph Lauren',Sweatshirt,Women,XXL,Red,All-Season,Cash,New,High,Medium,Moderate,'Very Low',Medium,High,Senior,Moderate,Excellent,Low,High,'Low Sales'
Outerwear,Diesel,Jumpsuit,Women,XL,Black,Winter,Cash,Returning,Low,Medium,Small,'Very Low',Medium,Medium,Senior,Frequent,Excellent,Low,Low,'Low Sales'
Bottoms,Zara,'Polo Shirt',Women,XL,Purple,Winter,Cash,Returning,Low,Medium,Small,'Very Low',High,Low,Teen,Moderate,Average,Low,Low,'Low Sales'
Athleisure,Zara,Kurta,Women,XL,White,All-Season,Card,New,Medium,Medium,Large,High,Medium,Medium,Senior,Moderate,Excellent,Low,Medium,'Low Sales'
Outerwear,'Ralph Lauren',Shorts,Men,M,Purple,Summer,'Net Banking',Returning,Medium,Medium,Moderate,'Very Low',Medium,Medium,Adult,Moderate,Average,Medium,Medium,'Low Sales'
Athleisure,'Tommy Hilfiger',Sweatshirt,Women,M,White,Winter,Cash,Returning,Medium,Medium,Large,'Very Low',High,High,Elder,Moderate,Average,Medium,Medium,'Low Sales'
Bottoms,Puma,Tops,Men,M,Pink,Winter,Card,Returning,Medium,Medium,Large,Medium,High,Medium,Adult,Moderate,Excellent,Medium,Medium,'Low Sales'
Tops,Wrangler,Kurta,Men,XXL,Blue,All-Season,Card,New,High,Medium,Moderate,Medium,High,Medium,Teen,Moderate,Poor,Low,High,'Low Sales'
'Traditional Wear',Levi’s,Palazzo,Women,L,Purple,Summer,Card,New,Medium,Medium,Large,'Very Low',Medium,Medium,Senior,Moderate,Average,Medium,Medium,'Low Sales'
Outerwear,'Louis Vuitton',Jacket,Men,XL,Pink,Summer,Card,Returning,Medium,Medium,Moderate,'Very Low',High,Low,Adult,Moderate,Poor,Low,Medium,'Low Sales'
Bottoms,Balenciaga,Dress,Women,XL,White,Summer,Card,New,Medium,Medium,Large,'Very Low',High,Low,Teen,Moderate,Average,High,Medium,'Low Sales'
Tops,'Forever 21','Casual Shirt',Women,XL,Orange,Winter,Card,Returning,Medium,Medium,Large,Medium,Medium,Low,Teen,Moderate,Poor,Low,Medium,'Low Sales'
'Traditional Wear','Under Armour',Leggings,Women,XL,Red,Summer,Cash,New,Medium,High,Large,'Very Low',High,Low,Teen,Moderate,Poor,High,Medium,'Low Sales'
Tops,Puma,Kurta,Men,L,Orange,Summer,'Net Banking',Returning,Medium,Medium,Large,'Very Low',Medium,Low,Elder,Moderate,Poor,Low,Medium,'Low Sales'
Bottoms,Versace,Jumpsuit,Women,XL,Purple,Summer,Card,Returning,Medium,Medium,Small,'Very Low',Medium,High,Teen,Infrequent,Excellent,Medium,Medium,'Low Sales'
Tops,Levi’s,Trousers,Women,M,Yellow,Summer,Card,Returning,Medium,Medium,Moderate,Medium,Medium,Low,Teen,Moderate,Average,Medium,Medium,'Low Sales'
Bottoms,Diesel,Jeans,Men,XXL,Red,Summer,Card,Returning,Low,Medium,Moderate,High,High,High,Elder,Moderate,Average,Low,Low,'Low Sales'
Bottoms,H&M,T-Shirt,Women,XXL,Black,All-Season,Cash,New,Medium,Medium,Small,High,High,Medium,Senior,Moderate,Poor,Low,Medium,'Low Sales'
Bottoms,Uniqlo,Palazzo,Women,XL,Pink,Summer,Card,Returning,Medium,Medium,Large,'Very Low',High,High,Teen,Moderate,Average,Low,Medium,'Low Sales'
Athleisure,Balenciaga,'Casual Shirt',Women,S,Purple,All-Season,UPI,Returning,Medium,Low,Moderate,Medium,High,Low,Senior,Moderate,Average,High,Medium,'Low Sales'
Tops,Diesel,Jeans,Women,XXL,White,All-Season,Card,Returning,Medium,Medium,Moderate,'Very Low',High,High,Adult,Moderate,Average,High,Medium,'Low Sales'
Tops,Uniqlo,Kurta,Men,XXL,Purple,Summer,Cash,Returning,Medium,Low,Large,Low,Medium,Medium,Teen,Moderate,Average,Low,Medium,'Low Sales'
Tops,Balenciaga,'Formal Shirt',Men,XXL,Purple,All-Season,UPI,New,Medium,Medium,Small,Low,Medium,High,Teen,Moderate,Poor,Medium,Medium,'Low Sales'
Athleisure,Zara,Sweatshirt,Men,M,Blue,All-Season,Card,Returning,Medium,Medium,Small,Medium,Medium,Medium,Elder,Moderate,Poor,Low,Medium,'Low Sales'
Bottoms,Zara,'Track Pants',Men,M,Blue,Summer,'Net Banking',Returning,Medium,Medium,Small,Low,High,Low,Senior,Frequent,Poor,Medium,Medium,'Low Sales'
'Traditional Wear','Ralph Lauren',Jumpsuit,Men,XL,Green,Summer,UPI,New,Medium,Low,Moderate,High,High,Low,Teen,Moderate,Poor,Low,High,'Low Sales'
Athleisure,Gucci,'Polo Shirt',Men,M,Pink,Summer,'Net Banking',Returning,Medium,Medium,Small,'Very Low',Medium,Medium,Teen,Moderate,Excellent,Low,Medium,'Low Sales'
Bottoms,'Under Armour',Shorts,Men,XXL,Purple,Summer,'Net Banking',New,Medium,Low,Small,Medium,Medium,Medium,Senior,Moderate,Excellent,High,Medium,'Low Sales'
'Traditional Wear',Diesel,Jumpsuit,Women,S,Orange,Summer,'Net Banking',Returning,Medium,Medium,Large,Medium,Medium,Low,Teen,Infrequent,Average,Low,Medium,'Low Sales'
Athleisure,'Ralph Lauren','Casual Shirt',Men,XL,Green,Summer,Card,New,Medium,Medium,Large,'Very Low',Medium,High,Adult,Moderate,Poor,Low,Medium,'Low Sales'
Bottoms,Adidas,Dress,Men,S,Blue,All-Season,UPI,New,Medium,Medium,Large,Low,Medium,Medium,Adult,Moderate,Poor,Medium,Medium,'Low Sales'
Outerwear,Reebok,Jumpsuit,Men,XXL,Green,Summer,Cash,New,Medium,Medium,Moderate,High,High,High,Adult,Moderate,Poor,High,Medium,'Low Sales'
Athleisure,Nike,'Formal Shirt',Women,XL,Purple,All-Season,Card,Returning,Medium,Medium,Moderate,Low,Medium,High,Elder,Moderate,Average,High,Medium,'Low Sales'
'Traditional Wear',Diesel,Palazzo,Men,L,Purple,Winter,Cash,Returning,Medium,Low,Small,High,Medium,Low,Elder,Moderate,Poor,Medium,High,'Low Sales'
Outerwear,'Under Armour',Hoodie,Men,XL,Purple,Winter,'Net Banking',Returning,Medium,Medium,Large,'Very Low',High,Low,Teen,Moderate,Excellent,Low,Medium,'Low Sales'
Outerwear,Puma,'Polo Shirt',Women,L,White,Summer,UPI,New,High,Medium,Large,Medium,Medium,Low,Senior,Moderate,Excellent,Medium,Medium,'Low Sales'
Outerwear,GAP,Jumpsuit,Women,M,Purple,Winter,UPI,Returning,Medium,Medium,Moderate,'Very Low',High,Low,Senior,Moderate,Excellent,High,Medium,'Low Sales'
Tops,Wrangler,Kurta,Women,L,Orange,All-Season,'Net Banking',Returning,Medium,Medium,Small,'Very Low',Medium,High,Senior,Moderate,Poor,Medium,Medium,'Low Sales'
Tops,'Calvin Klein',Jumpsuit,Women,S,Black,Winter,'Net Banking',New,Medium,Low,Moderate,Low,High,High,Elder,Moderate,Average,High,High,'Low Sales'
Bottoms,'Louis Vuitton',Jacket,Men,S,Pink,All-Season,Card,Returning,Medium,Medium,Small,Low,Medium,Low,Senior,Moderate,Poor,Low,Medium,'Low Sales'
Tops,'Calvin Klein',Jacket,Women,M,Black,Winter,Cash,New,High,Medium,Small,Low,Medium,High,Teen,Moderate,Poor,Medium,Medium,'Low Sales'
Tops,Zara,Dress,Men,XL,Purple,All-Season,Cash,New,Medium,Medium,Moderate,Medium,High,Low,Senior,Moderate,Excellent,High,Medium,'Low Sales'
Outerwear,GAP,Trousers,Women,S,Pink,All-Season,UPI,Returning,Medium,Medium,Moderate,Medium,Medium,Low,Senior,Moderate,Excellent,High,Medium,'Low Sales'
Outerwear,'Louis Vuitton',Trousers,Men,XL,Black,All-Season,UPI,Returning,High,Medium,Moderate,Medium,High,Low,Senior,Moderate,Poor,Medium,Medium,'Low Sales'
'Traditional Wear',Uniqlo,Kurta,Men,XXL,Orange,Winter,UPI,Returning,Medium,Medium,Moderate,'Very Low',Medium,Medium,Teen,Moderate,Poor,Low,Medium,'Low Sales'
Bottoms,Adidas,Sweatshirt,Men,L,Green,Winter,Card,New,High,Medium,Small,Low,High,High,Teen,Infrequent,Average,Low,Medium,'Low Sales'
Athleisure,Nike,Skirt,Women,XXL,Green,Winter,Cash,New,Low,Medium,Small,Medium,High,Medium,Teen,Moderate,Excellent,Medium,Low,'Low Sales'
Athleisure,H&M,Blazer,Men,L,Green,Winter,Cash,New,High,Medium,Small,'Very Low',Medium,Medium,Teen,Moderate,Poor,High,High,'Low Sales'
Outerwear,GAP,Trousers,Men,L,Purple,All-Season,Card,Returning,Medium,Medium,Small,'Very Low',High,High,Teen,Frequent,Excellent,Medium,Medium,'Low Sales'
Bottoms,Nike,Jumpsuit,Women,S,Black,Winter,Cash,New,Low,Medium,Moderate,Low,Medium,High,Adult,Moderate,Excellent,Low,Low,'Low Sales'
Athleisure,'Ralph Lauren',Leggings,Women,S,Black,Winter,UPI,New,Medium,Medium,Large,'Very Low',High,High,Teen,Moderate,Average,Medium,Medium,'Low Sales'
Athleisure,Zara,Jumpsuit,Women,XXL,Blue,All-Season,Card,Returning,Medium,Medium,Large,'Very Low',Medium,Medium,Senior,Moderate,Average,High,Medium,'Low Sales'
Bottoms,Gucci,Kurta,Men,M,Red,Summer,Cash,New,Medium,Medium,Large,Low,Medium,Medium,Senior,Moderate,Poor,Medium,Medium,'Low Sales'
Outerwear,Gucci,Sweatshirt,Men,S,Black,Winter,Cash,New,Low,Medium,Moderate,Low,High,Medium,Elder,Moderate,Poor,High,Medium,'Low Sales'
Outerwear,Uniqlo,Blazer,Men,XL,Green,Summer,Card,New,Medium,Medium,Small,'Very Low',High,Medium,Senior,Moderate,Average,Low,Low,'Low Sales'
Athleisure,Puma,Jacket,Women,XL,Yellow,Summer,UPI,Returning,High,Medium,Large,'Very Low',High,Medium,Teen,Moderate,Excellent,Low,High,'Low Sales'
Athleisure,Puma,Leggings,Men,XXL,Green,Summer,Cash,Returning,Medium,Medium,Moderate,Medium,High,Medium,Adult,Moderate,Poor,Medium,Medium,'Low Sales'
'Traditional Wear',Adidas,Kurta,Men,XXL,Purple,Winter,'Net Banking',New,Medium,Medium,Moderate,'Very Low',Medium,Medium,Teen,Moderate,Average,Low,Medium,'Low Sales'
Tops,'Forever 21',Trousers,Men,L,Blue,Summer,Card,New,Medium,Medium,Moderate,'Very Low',High,High,Senior,Moderate,Excellent,Medium,Medium,'Low Sales'
Bottoms,Zara,Kurta,Women,XXL,Black,Summer,'Net Banking',Returning,Medium,Medium,Moderate,Medium,Medium,Low,Elder,Moderate,Excellent,Low,Medium,'Low Sales'
Bottoms,Uniqlo,T-Shirt,Women,S,Red,Winter,UPI,Returning,Medium,Medium,Small,'Very Low',High,Low,Senior,Moderate,Excellent,Medium,Medium,'Low Sales'
Bottoms,'Calvin Klein','Track Pants',Men,XL,White,Winter,UPI,New,Medium,Medium,Moderate,Medium,Medium,High,Senior,Moderate,Average,High,Medium,'Low Sales'
Bottoms,Versace,'Track Pants',Women,XXL,Purple,Winter,'Net Banking',New,Medium,Low,Large,'Very Low',Medium,Low,Elder,Moderate,Excellent,Medium,Medium,'Low Sales'
Bottoms,Wrangler,Blazer,Women,L,Yellow,All-Season,Cash,Returning,Medium,Medium,Moderate,'Very Low',High,Low,Adult,Moderate,Average,High,Medium,'Low Sales'
'Traditional Wear',Zara,Kurta,Men,L,White,All-Season,'Net Banking',Returning,Medium,Medium,Moderate,Low,Medium,Low,Teen,Frequent,Average,Low,Medium,'Low Sales'
Tops,Gucci,'Polo Shirt',Women,M,Black,Winter,Card,New,Medium,Medium,Moderate,Low,Medium,Low,Elder,Moderate,Excellent,Medium,Medium,'Low Sales'
Athleisure,Wrangler,Sweatshirt,Women,XL,Yellow,All-Season,Card,Returning,Medium,Medium,Moderate,High,High,High,Elder,Moderate,Average,High,Medium,'Low Sales'
'Traditional Wear','Tommy Hilfiger',Leggings,Men,XL,Blue,Summer,UPI,New,High,Low,Moderate,High,High,Medium,Senior,Moderate,Excellent,Medium,High,'Low Sales'
Bottoms,Nike,Skirt,Women,M,Pink,Winter,'Net Banking',New,High,Medium,Large,'Very Low',High,Low,Teen,Moderate,Excellent,Medium,Medium,'Low Sales'
Tops,Nike,'Track Pants',Women,L,Pink,Summer,Cash,Returning,Medium,Medium,Small,'Very Low',Medium,Medium,Teen,Moderate,Average,Medium,Medium,'Low Sales'
'Traditional Wear',Adidas,'Formal Shirt',Men,XXL,Yellow,Winter,Card,New,Medium,Medium,Small,'Very Low',Medium,Low,Teen,Moderate,Excellent,High,Medium,'Low Sales'
Tops,'Tommy Hilfiger',Saree,Women,XL,Green,Winter,'Net Banking',Returning,Medium,Medium,Large,High,Medium,Low,Senior,Moderate,Average,Medium,Medium,'Low Sales'
Outerwear,Reebok,Leggings,Men,S,Blue,Winter,'Net Banking',New,Medium,Medium,Moderate,'Very Low',High,High,Senior,Moderate,Poor,Medium,Medium,'Low Sales'
Tops,'Louis Vuitton','Polo Shirt',Men,XL,Blue,All-Season,Card,Returning,Medium,Medium,Moderate,Low,High,Medium,Senior,Infrequent,Poor,High,Medium,'Low Sales'
Bottoms,GAP,Trousers,Women,M,White,Summer,'Net Banking',Returning,Medium,Low,Small,Medium,High,Medium,Adult,Moderate,Poor,Medium,Medium,'Low Sales'
Outerwear,Versace,'Casual Shirt',Women,S,Blue,Summer,'Net Banking',New,Medium,Medium,Moderate,Medium,High,Medium,Teen,Moderate,Excellent,Medium,Medium,'Low Sales'
Tops,Gucci,'Track Pants',Women,M,Pink,Summer,UPI,Returning,Medium,High,Large,Low,Medium,Medium,Senior,Moderate,Poor,High,Low,'Low Sales'
Bottoms,Puma,Blazer,Women,L,White,Summer,Cash,New,Medium,Medium,Moderate,Medium,Medium,Low,Elder,Moderate,Poor,Low,Medium,'Low Sales'
'Traditional Wear',Balenciaga,Hoodie,Men,M,Pink,Summer,Card,New,Medium,Medium,Moderate,Medium,Medium,Medium,Teen,Moderate,Average,High,Medium,'Low Sales'
Tops,Reebok,Hoodie,Men,XXL,Yellow,All-Season,Card,New,Medium,Medium,Moderate,Medium,Medium,High,Senior,Moderate,Average,Medium,Medium,'Low Sales'
Athleisure,H&M,Tops,Men,M,Orange,All-Season,Card,New,Medium,Medium,Small,High,Medium,High,Adult,Moderate,Poor,Low,Medium,'Low Sales'
Outerwear,Zara,Dress,Men,XL,Blue,Summer,UPI,Returning,Medium,Medium,Moderate,Medium,High,High,Senior,Moderate,Average,Low,Medium,'Low Sales'
'Traditional Wear',H&M,Trousers,Women,XXL,Orange,Winter,'Net Banking',Returning,Medium,Medium,Small,High,Medium,Medium,Senior,Infrequent,Excellent,Medium,Medium,'Low Sales'
Tops,Nike,Palazzo,Men,S,White,Summer,'Net Banking',Returning,Medium,High,Large,'Very Low',Medium,Medium,Adult,Moderate,Excellent,High,Medium,'Low Sales'
Tops,Nike,'Track Pants',Women,L,White,Winter,UPI,Returning,Medium,Medium,Small,'Very Low',Medium,High,Elder,Moderate,Poor,Medium,Medium,'Low Sales'
Bottoms,'Calvin Klein',Palazzo,Men,XL,Black,Winter,Card,New,Medium,Medium,Large,'Very Low',Medium,High,Teen,Moderate,Poor,Low,Medium,'Low Sales'
Athleisure,Nike,Blazer,Men,M,Green,Summer,UPI,Returning,Medium,Medium,Large,'Very Low',Medium,High,Elder,Moderate,Excellent,Low,Medium,'Low Sales'
Athleisure,'Louis Vuitton',Leggings,Women,L,Pink,Summer,Cash,New,Medium,Medium,Small,Medium,High,High,Adult,Moderate,Average,Medium,Medium,'Low Sales'
Bottoms,Levi’s,'Casual Shirt',Men,S,White,Summer,UPI,New,Medium,Medium,Large,High,High,Medium,Senior,Moderate,Excellent,High,Medium,'Low Sales'
Tops,'Tommy Hilfiger','Track Pants',Women,XL,Purple,All-Season,'Net Banking',New,Low,Medium,Large,High,Medium,Medium,Teen,Moderate,Average,High,Low,'Low Sales'
Tops,'Tommy Hilfiger','Casual Shirt',Men,M,White,Winter,'Net Banking',New,Medium,Medium,Small,Medium,Medium,Medium,Adult,Moderate,Excellent,Medium,Medium,'Low Sales'
Tops,Zara,Hoodie,Men,M,Blue,Summer,Card,New,Medium,Medium,Large,Medium,Medium,Medium,Senior,Moderate,Average,High,Medium,'Low Sales'
'Traditional Wear',Uniqlo,Hoodie,Men,XXL,Orange,Winter,'Net Banking',Returning,Medium,Medium,Moderate,'Very Low',Medium,High,Senior,Moderate,Excellent,Low,Medium,'Low Sales'
Bottoms,H&M,Jumpsuit,Women,XL,Purple,Winter,Card,Returning,Medium,Medium,Large,'Very Low',High,Medium,Senior,Moderate,Average,High,Medium,'Low Sales'
Outerwear,Versace,Shorts,Men,XL,Pink,Winter,UPI,Returning,Medium,Medium,Moderate,Medium,High,Low,Teen,Moderate,Average,High,Medium,'Low Sales'
Bottoms,Reebok,Palazzo,Women,S,Black,Summer,Cash,New,Medium,Medium,Small,'Very Low',High,High,Elder,Moderate,Poor,High,Medium,'Low Sales'
Outerwear,'Calvin Klein',Sweatshirt,Women,L,Green,Summer,'Net Banking',Returning,High,Medium,Small,High,High,Low,Elder,Frequent,Poor,Medium,Medium,'Low Sales'
Outerwear,'Louis Vuitton',Sweatshirt,Men,XL,Blue,Winter,'Net Banking',Returning,Medium,Medium,Small,Medium,Medium,High,Senior,Infrequent,Poor,Low,Medium,'Low Sales'
Bottoms,Nike,Dress,Women,S,Pink,All-Season,Card,New,Medium,Medium,Small,'Very Low',High,Low,Elder,Moderate,Excellent,Medium,Medium,'Low Sales'
'Traditional Wear',Zara,'Casual Shirt',Men,XL,Purple,All-Season,Card,New,Medium,Medium,Moderate,High,Medium,Medium,Adult,Moderate,Average,Medium,Medium,'Low Sales'
Tops,Adidas,Blazer,Women,S,Green,Summer,UPI,New,Medium,Medium,Small,Medium,Medium,Medium,Teen,Moderate,Excellent,High,Medium,'Low Sales'
Bottoms,Diesel,Jumpsuit,Men,L,Black,Summer,'Net Banking',New,Medium,Medium,Moderate,'Very Low',Medium,High,Elder,Moderate,Poor,High,Medium,'Low Sales'
Athleisure,'Calvin Klein','Formal Shirt',Men,L,Black,Summer,Cash,Returning,Low,Medium,Moderate,Medium,Medium,Medium,Senior,Moderate,Excellent,Medium,Low,'Low Sales'
'Traditional Wear','Ralph Lauren','Polo Shirt',Men,S,Red,Summer,UPI,Returning,Medium,Medium,Moderate,'Very Low',High,Medium,Teen,Moderate,Poor,Medium,Medium,'Low Sales'
Tops,Balenciaga,Shorts,Men,L,Blue,Summer,UPI,Returning,Medium,Medium,Large,'Very Low',High,Low,Teen,Infrequent,Excellent,Medium,Medium,'Low Sales'
Outerwear,'Ralph Lauren',Jeans,Women,XL,Blue,All-Season,'Net Banking',Returning,Medium,Low,Small,Low,Medium,High,Adult,Moderate,Poor,Medium,Medium,'Low Sales'
Athleisure,Reebok,Dress,Women,S,Orange,Summer,UPI,Returning,High,Low,Large,High,Medium,Medium,Senior,Moderate,Average,Low,High,'Low Sales'
